final id,species,site,specimen.date,wing,trial,Min of final rn,flip?,side
KEB_00541,halictus confusus,c,7/26/2019,1,2,10408,y,l
KEB_00541,halictus confusus,c,7/26/2019,2,1,10430,y,r
KEB_00541,halictus confusus,c,7/26/2019,2,2,10452,y,r
KEB_00404,halictus confusus,r,7/19/2019,1,1,10474,y,l
KEB_00404,halictus confusus,r,7/19/2019,1,2,10496,y,l
KEB_00404,halictus confusus,r,7/19/2019,2,1,10518,y,r
KEB_00404,halictus confusus,r,7/19/2019,2,2,10540,y,r
KEB_00365,halictus ligatus,r,7/17/2019,1,1,10562,y,l
KEB_00365,halictus ligatus,r,7/17/2019,1,2,10584,y,l
KEB_00365,halictus ligatus,r,7/17/2019,2,1,10606,y,r
KEB_00365,halictus ligatus,r,7/17/2019,2,2,10628,y,r
KEB_00999,halictus confusus,c,9/20/2019,1,1,10650,n,l
KEB_00999,halictus confusus,c,9/20/2019,1,2,10672,n,l
KEB_00999,halictus confusus,c,9/20/2019,2,1,10694,n,r
KEB_00999,halictus confusus,c,9/20/2019,2,2,10716,n,r
KEB_00253,halictus confusus,r,7/12/2019,1,1,10738,n,l
KEB_00253,halictus confusus,r,7/12/2019,1,2,10760,n,l
KEB_00253,halictus confusus,r,7/12/2019,2,1,10782,y,r
KEB_00253,halictus confusus,r,7/12/2019,2,2,10804,y,r
KEB_00310,halictus confusus,r,7/15/2019,1,1,10826,y,l
KEB_00310,halictus confusus,r,7/15/2019,1,2,10848,y,l
KEB_00310,halictus confusus,r,7/15/2019,2,1,10870,y,r
KEB_00310,halictus confusus,r,7/15/2019,2,2,10892,y,r
KEB_00923,halictus confusus,c,9/2/2019,1,1,11882,n,l
KEB_00923,halictus confusus,c,9/2/2019,1,2,11904,n,l
KEB_00923,halictus confusus,c,9/2/2019,2,1,11926,y,r
KEB_00923,halictus confusus,c,9/2/2019,2,2,11948,y,r
KEB_00945,halictus confusus,c,9/13/2019,1,1,11970,n,l
KEB_00945,halictus confusus,c,9/13/2019,1,2,11992,n,l
KEB_00945,halictus confusus,c,9/13/2019,2,1,12014,n,r
KEB_00945,halictus confusus,c,9/13/2019,2,2,12036,n,r
KEB_00993,halictus confusus,r,9/20/2019,1,1,12058,y,l
KEB_00993,halictus confusus,r,9/20/2019,1,2,12080,y,l
KEB_00993,halictus confusus,r,9/20/2019,2,1,12102,y,r
KEB_00993,halictus confusus,r,9/20/2019,2,2,12124,y,r
KEB_00997,halictus confusus,c,9/20/2019,1,1,12146,n,l
KEB_00997,halictus confusus,c,9/20/2019,1,2,12168,n,l
KEB_00997,halictus confusus,c,9/20/2019,2,1,12190,y,r
KEB_00997,halictus confusus,c,9/20/2019,2,2,12212,y,r
KEB_00178,bombus auricomus,r,7/11/2019,1,1,12322,y,l
KEB_00178,bombus auricomus,r,7/11/2019,1,2,12344,y,l
KEB_00178,bombus auricomus,r,7/11/2019,2,1,12366,n,r
KEB_00178,bombus auricomus,r,7/11/2019,2,2,12388,n,r
KEB_00725,bombus pensylvanicus,r,8/13/2019,1,1,12410,y,l
KEB_00725,bombus pensylvanicus,r,8/13/2019,1,2,12432,y,l
KEB_00725,bombus pensylvanicus,r,8/13/2019,2,1,12454,n,r
KEB_00725,bombus pensylvanicus,r,8/13/2019,2,2,12476,n,r
KEB_00732,bombus pensylvanicus,r,8/13/2019,1,1,12498,y,l
KEB_00732,bombus pensylvanicus,r,8/13/2019,1,2,12520,y,l
KEB_00732,bombus pensylvanicus,r,8/13/2019,2,1,12542,n,r
KEB_00732,bombus pensylvanicus,r,8/13/2019,2,2,12564,n,r
KEB_00772,bombus pensylvanicus,c,8/14/2019,1,1,12674,y,l
KEB_00772,bombus pensylvanicus,c,8/14/2019,1,2,12696,y,l
KEB_00772,bombus pensylvanicus,c,8/14/2019,2,1,12718,n,r
KEB_00772,bombus pensylvanicus,c,8/14/2019,2,2,12740,n,r
KEB_00775,bombus pensylvanicus,c,8/14/2019,1,1,12762,y,l
KEB_00775,bombus pensylvanicus,c,8/14/2019,1,2,12784,y,l
KEB_00775,bombus pensylvanicus,c,8/14/2019,2,1,12806,n,r
KEB_00775,bombus pensylvanicus,c,8/14/2019,2,2,12828,n,r
KEB_00821,bombus pensylvanicus,r,8/16/2019,1,1,12850,y,l
KEB_00821,bombus pensylvanicus,r,8/16/2019,1,2,12872,y,l
KEB_00821,bombus pensylvanicus,r,8/16/2019,2,1,12894,n,r
KEB_00821,bombus pensylvanicus,r,8/16/2019,2,2,12916,n,r
KEB_00863,bombus pensylvanicus,r,8/16/2019,1,1,12938,y,l
KEB_00863,bombus pensylvanicus,r,8/16/2019,1,2,12960,y,l
KEB_00863,bombus pensylvanicus,r,8/16/2019,2,1,12982,n,r
KEB_00863,bombus pensylvanicus,r,8/16/2019,2,2,13004,n,r
KEB_00873,bombus pensylvanicus,c,8/29/2019,1,1,13114,y,l
KEB_00873,bombus pensylvanicus,c,8/29/2019,1,2,13136,y,l
KEB_00873,bombus pensylvanicus,c,8/29/2019,2,1,13158,n,r
KEB_00873,bombus pensylvanicus,c,8/29/2019,2,2,13180,n,r
KEB_00933,bombus pensylvanicus,r,9/2/2019,1,1,13202,y,l
KEB_00933,bombus pensylvanicus,r,9/2/2019,1,2,13224,y,l
KEB_00933,bombus pensylvanicus,r,9/2/2019,2,1,13246,n,r
KEB_00933,bombus pensylvanicus,r,9/2/2019,2,2,13268,n,r
KEB_00971,bombus pensylvanicus,c,9/13/2019,1,1,13290,y,l
KEB_00971,bombus pensylvanicus,c,9/13/2019,1,2,13312,y,l
KEB_00971,bombus pensylvanicus,c,9/13/2019,2,1,13334,y,r
KEB_00971,bombus pensylvanicus,c,9/13/2019,2,2,13356,y,r
KEB_00978,bombus pensylvanicus,c,9/13/2019,1,1,13378,y,l
KEB_00978,bombus pensylvanicus,c,9/13/2019,1,2,13400,y,l
KEB_00978,bombus pensylvanicus,c,9/13/2019,2,1,13422,n,r
KEB_00978,bombus pensylvanicus,c,9/13/2019,2,2,13444,n,r
KEB_00987,bombus pensylvanicus,c,9/13/2019,1,1,13466,y,l
KEB_00987,bombus pensylvanicus,c,9/13/2019,1,2,13488,y,l
KEB_00987,bombus pensylvanicus,c,9/13/2019,2,1,13510,n,r
KEB_00987,bombus pensylvanicus,c,9/13/2019,2,2,13532,n,r
KEB_00045,augochlora pura,r,6/20/2019,1,1,13642,y,l
KEB_00045,augochlora pura,r,6/20/2019,1,2,13664,y,l
KEB_00045,augochlora pura,r,6/20/2019,2,1,13686,n,r
KEB_00045,augochlora pura,r,6/20/2019,2,2,13708,n,r
KEB_00204,augochlorella striata,r,7/11/2019,1,1,13818,y,l
KEB_00204,augochlorella striata,r,7/11/2019,1,2,13840,y,l
KEB_00204,augochlorella striata,r,7/11/2019,2,1,13862,n,r
KEB_00204,augochlorella striata,r,7/11/2019,2,2,13884,n,r
KEB_00258,augochlorella striata,r,7/12/2019,1,1,13906,y,l
KEB_00258,augochlorella striata,r,7/12/2019,1,2,13928,y,l
KEB_00258,augochlorella striata,r,7/12/2019,2,1,13950,n,r
KEB_00258,augochlorella striata,r,7/12/2019,2,2,13972,n,r
KEB_00265,augochlorella striata,r,7/12/2019,1,1,13994,y,l
KEB_00265,augochlorella striata,r,7/12/2019,1,2,14016,y,l
KEB_00265,augochlorella striata,r,7/12/2019,2,1,14038,n,r
KEB_00265,augochlorella striata,r,7/12/2019,2,2,14060,n,r
KEB_00309,augochlorella striata,r,7/15/2019,1,1,14082,y,l
KEB_00309,augochlorella striata,r,7/15/2019,1,2,14104,y,l
KEB_00309,augochlorella striata,r,7/15/2019,2,1,14126,n,r
KEB_00309,augochlorella striata,r,7/15/2019,2,2,14148,n,r
KEB_00403,lasioglossum sp,r,7/19/2019,1,1,14170,n,l
KEB_00403,lasioglossum sp,r,7/19/2019,1,2,14192,n,l
KEB_00403,lasioglossum sp,r,7/19/2019,2,1,14214,n,r
KEB_00403,lasioglossum sp,r,7/19/2019,2,2,14236,n,r
KEB_00462,augochlorella striata,r,7/23/2019,1,1,14258,y,l
KEB_00462,augochlorella striata,r,7/23/2019,1,2,14280,y,l
KEB_00462,augochlorella striata,r,7/23/2019,2,1,14302,n,r
KEB_00462,augochlorella striata,r,7/23/2019,2,2,14324,n,r
KEB_00498,augochlora pura,c,7/25/2019,1,1,14346,n,l
KEB_00498,augochlora pura,c,7/25/2019,1,2,14368,n,l
KEB_00505,augochlorella striata,c,7/25/2019,1,1,14434,n,l
KEB_00505,augochlorella striata,c,7/25/2019,1,2,14456,n,l
KEB_00505,augochlorella striata,c,7/25/2019,2,1,14478,y,r
KEB_00505,augochlorella striata,c,7/25/2019,2,2,14500,y,r
KEB_00506,augochlorella striata,c,7/25/2019,1,1,14522,y,l
KEB_00506,augochlorella striata,c,7/25/2019,1,2,14544,y,l
KEB_00506,augochlorella striata,c,7/25/2019,2,1,14566,n,r
KEB_00506,augochlorella striata,c,7/25/2019,2,2,14588,n,r
KEB_00545,lasioglossum sp,r,7/26/2019,1,1,14786,n,l
KEB_00545,lasioglossum sp,r,7/26/2019,1,2,14808,n,l
KEB_00545,lasioglossum sp,r,7/26/2019,2,1,14830,n,r
KEB_00545,lasioglossum sp,r,7/26/2019,2,2,14852,n,r
KEB_00555,lasioglossum sp,r,7/26/2019,1,1,14874,y,l
KEB_00555,lasioglossum sp,r,7/26/2019,1,2,14896,y,l
KEB_00555,lasioglossum sp,r,7/26/2019,2,1,14918,n,r
KEB_00555,lasioglossum sp,r,7/26/2019,2,2,14940,n,r
KEB_00564,bombus pensylvanicus,r,7/26/2019,1,1,14962,y,l
KEB_00564,bombus pensylvanicus,r,7/26/2019,1,2,14984,y,l
KEB_00564,bombus pensylvanicus,r,7/26/2019,2,1,15006,n,r
KEB_00564,bombus pensylvanicus,r,7/26/2019,2,2,15028,n,r
KEB_00591,bombus pensylvanicus,r,7/29/2019,1,1,15226,y,l
KEB_00591,bombus pensylvanicus,r,7/29/2019,1,2,15248,y,l
KEB_00591,bombus pensylvanicus,r,7/29/2019,2,1,15270,n,r
KEB_00591,bombus pensylvanicus,r,7/29/2019,2,2,15292,n,r
KEB_00592,augochlorella striata,r,7/29/2019,1,1,15314,y,l
KEB_00592,augochlorella striata,r,7/29/2019,1,2,15336,y,l
KEB_00592,augochlorella striata,r,7/29/2019,2,1,15358,n,r
KEB_00592,augochlorella striata,r,7/29/2019,2,2,15380,n,r
KEB_00597,bombus pensylvanicus,r,7/29/2019,1,1,15402,y,l
KEB_00597,bombus pensylvanicus,r,7/29/2019,1,2,15424,y,l
KEB_00597,bombus pensylvanicus,r,7/29/2019,2,1,15446,n,r
KEB_00597,bombus pensylvanicus,r,7/29/2019,2,2,15468,n,r
KEB_00613,augochlorella striata,r,7/29/2019,1,1,15490,y,l
KEB_00613,augochlorella striata,r,7/29/2019,1,2,15512,y,l
KEB_00613,augochlorella striata,r,7/29/2019,2,1,15534,y,r
KEB_00613,augochlorella striata,r,7/29/2019,2,2,15556,y,r
KEB_00633,augochlorella striata,c,7/29/2019,1,1,15578,y,l
KEB_00633,augochlorella striata,c,7/29/2019,1,2,15600,y,l
KEB_00633,augochlorella striata,c,7/29/2019,2,1,15622,n,r
KEB_00633,augochlorella striata,c,7/29/2019,2,2,15644,n,r
KEB_00652,bombus pensylvanicus,r,7/29/2019,1,1,15666,y,l
KEB_00652,bombus pensylvanicus,r,7/29/2019,1,2,15688,y,l
KEB_00652,bombus pensylvanicus,r,7/29/2019,2,1,15710,n,r
KEB_00652,bombus pensylvanicus,r,7/29/2019,2,2,15732,n,r
KEB_00733,bombus pensylvanicus,r,8/13/2019,1,1,15842,y,l
KEB_00733,bombus pensylvanicus,r,8/13/2019,1,2,15864,y,l
KEB_00733,bombus pensylvanicus,r,8/13/2019,2,1,15886,n,r
KEB_00733,bombus pensylvanicus,r,8/13/2019,2,2,15908,n,r
KEB_00861,lasioglossum sp,r,8/16/2019,2,1,15974,n,r
KEB_00861,lasioglossum sp,r,8/16/2019,2,2,15996,n,r
KEB_00874,augochlorella striata,c,8/29/2019,2,1,16062,n,r
KEB_00874,augochlorella striata,c,8/29/2019,2,2,16084,n,r
KEB_00880,augochlorella striata,r,8/29/2019,1,1,16106,y,l
KEB_00880,augochlorella striata,r,8/29/2019,1,2,16128,y,l
KEB_00921,lasioglossum sp,c,9/2/2019,2,1,16238,n,r
KEB_00921,lasioglossum sp,c,9/2/2019,2,2,16260,n,r
KEB_00925,augochlora pura,c,9/2/2019,1,1,16282,y,l
KEB_00925,augochlora pura,c,9/2/2019,1,2,16304,y,l
KEB_00925,augochlora pura,c,9/2/2019,2,1,16326,n,r
KEB_00925,augochlora pura,c,9/2/2019,2,2,16348,n,r
KEB_00926,augochlora pura,c,9/2/2019,1,1,16370,n,l
KEB_00926,augochlora pura,c,9/2/2019,1,2,16392,n,l
KEB_00926,augochlora pura,c,9/2/2019,2,1,16414,n,r
KEB_00926,augochlora pura,c,9/2/2019,2,2,16436,n,r
KEB_00998,lasioglossum sp,c,9/20/2019,1,1,16458,n,l
KEB_00998,lasioglossum sp,c,9/20/2019,1,2,16480,n,l
KEB_00998,lasioglossum sp,c,9/20/2019,2,1,16502,y,r
KEB_00998,lasioglossum sp,c,9/20/2019,2,2,16524,y,r
KEB_01000,augochlorella striata,c,9/20/2019,1,1,16546,y,l
KEB_01000,augochlorella striata,c,9/20/2019,1,2,16568,y,l
KEB_01000,augochlorella striata,c,9/20/2019,2,1,16590,n,r
KEB_01000,augochlorella striata,c,9/20/2019,2,2,16612,n,r
KEB_00071,lasioglossum sp,c,6/28/2019,1,1,16634,y,l
KEB_00071,lasioglossum sp,c,6/28/2019,1,2,16656,y,l
KEB_00079,lasioglossum sp,c,6/28/2019,1,1,16722,y,l
KEB_00079,lasioglossum sp,c,6/28/2019,1,2,16744,y,l
KEB_00079,lasioglossum sp,c,6/28/2019,2,1,16766,y,r
KEB_00079,lasioglossum sp,c,6/28/2019,2,2,16788,y,r
KEB_00091,lasioglossum sp,c,7/1/2019,1,1,16898,n,l
KEB_00091,lasioglossum sp,c,7/1/2019,1,2,16920,n,l
KEB_00091,lasioglossum sp,c,7/1/2019,2,1,16942,n,r
KEB_00091,lasioglossum sp,c,7/1/2019,2,2,16964,n,r
KEB_00092,lasioglossum sp,c,7/1/2019,1,1,16986,y,l
KEB_00092,lasioglossum sp,c,7/1/2019,1,2,17008,y,l
KEB_00092,lasioglossum sp,c,7/1/2019,2,1,17030,y,r
KEB_00092,lasioglossum sp,c,7/1/2019,2,2,17052,y,r
KEB_00150,lasioglossum sp,r,7/2/2019,1,1,17074,y,l
KEB_00150,lasioglossum sp,r,7/2/2019,1,2,17096,y,l
KEB_00150,lasioglossum sp,r,7/2/2019,2,1,17118,y,r
KEB_00150,lasioglossum sp,r,7/2/2019,2,2,17140,y,r
KEB_00165,lasioglossum sp,c,7/2/2019,2,1,17294,y,r
KEB_00165,lasioglossum sp,c,7/2/2019,2,2,17316,y,r
KEB_00201,lasioglossum sp,r,7/11/2019,1,1,17426,n,l
KEB_00201,lasioglossum sp,r,7/11/2019,1,2,17448,n,l
KEB_00201,lasioglossum sp,r,7/11/2019,2,1,17470,y,r
KEB_00201,lasioglossum sp,r,7/11/2019,2,2,17492,y,r
KEB_00218,lasioglossum sp,r,7/11/2019,1,1,17514,n,l
KEB_00218,lasioglossum sp,r,7/11/2019,1,2,17536,n,l
KEB_00218,lasioglossum sp,r,7/11/2019,2,1,17558,y,r
KEB_00218,lasioglossum sp,r,7/11/2019,2,2,17580,y,r
KEB_00219,lasioglossum sp,r,7/11/2019,2,1,17646,n,r
KEB_00219,lasioglossum sp,r,7/11/2019,2,2,17668,n,r
KEB_00225,lasioglossum sp,r,7/11/2019,1,1,17690,n,l
KEB_00225,lasioglossum sp,r,7/11/2019,1,2,17712,n,l
KEB_00230,lasioglossum sp,r,7/12/2019,1,1,17778,y,l
KEB_00230,lasioglossum sp,r,7/12/2019,1,2,17800,y,l
KEB_00230,lasioglossum sp,r,7/12/2019,2,1,17822,y,r
KEB_00230,lasioglossum sp,r,7/12/2019,2,2,17844,y,r
KEB_00266,lasioglossum sp,r,7/12/2019,1,1,17866,n,l
KEB_00266,lasioglossum sp,r,7/12/2019,1,2,17888,n,l
KEB_00266,lasioglossum sp,r,7/12/2019,2,1,17910,n,r
KEB_00266,lasioglossum sp,r,7/12/2019,2,2,17932,n,r
KEB_00290,lasioglossum sp,c,7/15/2019,1,1,18042,n,l
KEB_00290,lasioglossum sp,c,7/15/2019,1,2,18064,n,l
KEB_00290,lasioglossum sp,c,7/15/2019,2,1,18086,n,r
KEB_00290,lasioglossum sp,c,7/15/2019,2,2,18108,n,r
KEB_00316,lasioglossum sp,c,7/16/2019,1,1,18130,y,l
KEB_00316,lasioglossum sp,c,7/16/2019,1,2,18152,y,l
KEB_00316,lasioglossum sp,c,7/16/2019,2,1,18174,n,r
KEB_00316,lasioglossum sp,c,7/16/2019,2,2,18196,n,r
KEB_00332,lasioglossum sp,c,7/16/2019,1,1,18218,n,l
KEB_00332,lasioglossum sp,c,7/16/2019,1,2,18240,n,l
KEB_00332,lasioglossum sp,c,7/16/2019,2,1,18262,n,r
KEB_00332,lasioglossum sp,c,7/16/2019,2,2,18284,n,r
KEB_00333,lasioglossum sp,c,7/16/2019,1,1,18306,y,l
KEB_00333,lasioglossum sp,c,7/16/2019,1,2,18328,y,l
KEB_00333,lasioglossum sp,c,7/16/2019,2,1,18350,n,r
KEB_00333,lasioglossum sp,c,7/16/2019,2,2,18372,n,r
KEB_00381,lasioglossum sp,r,7/18/2019,1,1,18394,y,l
KEB_00381,lasioglossum sp,r,7/18/2019,1,2,18416,y,l
KEB_00381,lasioglossum sp,r,7/18/2019,2,1,18438,n,r
KEB_00381,lasioglossum sp,r,7/18/2019,2,2,18460,n,r
KEB_00428,lasioglossum sp,r,7/19/2019,1,1,18482,y,l
KEB_00428,lasioglossum sp,r,7/19/2019,1,2,18504,y,l
KEB_00429,lasioglossum sp,r,7/19/2019,1,1,18570,y,l
KEB_00429,lasioglossum sp,r,7/19/2019,1,2,18592,y,l
KEB_00429,lasioglossum sp,r,7/19/2019,2,1,18614,n,r
KEB_00429,lasioglossum sp,r,7/19/2019,2,2,18636,n,r
KEB_00430,lasioglossum sp,r,7/19/2019,1,1,18658,y,l
KEB_00430,lasioglossum sp,r,7/19/2019,1,2,18680,y,l
KEB_00430,lasioglossum sp,r,7/19/2019,2,1,18702,n,r
KEB_00430,lasioglossum sp,r,7/19/2019,2,2,18724,n,r
KEB_00460,lasioglossum sp,r,7/23/2019,1,1,18746,y,l
KEB_00460,lasioglossum sp,r,7/23/2019,1,2,18768,y,l
KEB_00460,lasioglossum sp,r,7/23/2019,2,1,18790,n,r
KEB_00460,lasioglossum sp,r,7/23/2019,2,2,18812,n,r
KEB_00461,lasioglossum sp,r,7/23/2019,1,1,18834,y,l
KEB_00461,lasioglossum sp,r,7/23/2019,1,2,18856,y,l
KEB_00494,lasioglossum sp,c,7/25/2019,1,1,18922,n,l
KEB_00494,lasioglossum sp,c,7/25/2019,1,2,18944,n,l
KEB_00494,lasioglossum sp,c,7/25/2019,2,1,18966,n,r
KEB_00494,lasioglossum sp,c,7/25/2019,2,2,18988,n,r
KEB_00495,lasioglossum sp,c,7/25/2019,1,1,19010,y,l
KEB_00495,lasioglossum sp,c,7/25/2019,1,2,19032,y,l
KEB_00495,lasioglossum sp,c,7/25/2019,2,1,19054,n,r
KEB_00495,lasioglossum sp,c,7/25/2019,2,2,19076,n,r
KEB_00510,lasioglossum sp,c,7/25/2019,1,1,19098,y,l
KEB_00510,lasioglossum sp,c,7/25/2019,1,2,19120,y,l
KEB_00510,lasioglossum sp,c,7/25/2019,2,1,19142,n,r
KEB_00510,lasioglossum sp,c,7/25/2019,2,2,19164,n,r
KEB_00525,lasioglossum sp,r,7/25/2019,1,1,19186,n,l
KEB_00525,lasioglossum sp,r,7/25/2019,1,2,19208,n,l
KEB_00525,lasioglossum sp,r,7/25/2019,2,1,19230,y,r
KEB_00525,lasioglossum sp,r,7/25/2019,2,2,19252,y,r
KEB_00539,lasioglossum sp,c,7/26/2019,1,1,19274,y,l
KEB_00539,lasioglossum sp,c,7/26/2019,1,2,19296,y,l
KEB_00539,lasioglossum sp,c,7/26/2019,2,1,19318,n,r
KEB_00539,lasioglossum sp,c,7/26/2019,2,2,19340,n,r
KEB_00546,lasioglossum sp,r,7/26/2019,1,1,19362,y,l
KEB_00546,lasioglossum sp,r,7/26/2019,1,2,19384,y,l
KEB_00546,lasioglossum sp,r,7/26/2019,2,1,19406,n,r
KEB_00546,lasioglossum sp,r,7/26/2019,2,2,19428,n,r
KEB_00554,lasioglossum sp,r,7/26/2019,1,1,19450,y,l
KEB_00554,lasioglossum sp,r,7/26/2019,1,2,19472,y,l
KEB_00554,lasioglossum sp,r,7/26/2019,2,1,19494,n,r
KEB_00554,lasioglossum sp,r,7/26/2019,2,2,19516,n,r
KEB_00556,lasioglossum sp,r,7/26/2019,1,1,19538,n,l
KEB_00556,lasioglossum sp,r,7/26/2019,1,2,19560,n,l
KEB_00557,lasioglossum sp,r,7/26/2019,1,1,19626,y,l
KEB_00557,lasioglossum sp,r,7/26/2019,1,2,19648,y,l
KEB_00557,lasioglossum sp,r,7/26/2019,2,1,19670,n,r
KEB_00557,lasioglossum sp,r,7/26/2019,2,2,19692,n,r
KEB_00573,lasioglossum sp,r,7/26/2019,1,1,19802,n,l
KEB_00573,lasioglossum sp,r,7/26/2019,1,2,19824,n,l
KEB_00573,lasioglossum sp,r,7/26/2019,2,1,19846,y,r
KEB_00573,lasioglossum sp,r,7/26/2019,2,2,19868,y,r
KEB_00585,lasioglossum sp,r,7/26/2019,1,1,19890,y,l
KEB_00585,lasioglossum sp,r,7/26/2019,1,2,19912,y,l
KEB_00585,lasioglossum sp,r,7/26/2019,2,1,19934,n,r
KEB_00585,lasioglossum sp,r,7/26/2019,2,2,19956,n,r
KEB_00587,lasioglossum sp,r,7/26/2019,1,1,19978,y,l
KEB_00587,lasioglossum sp,r,7/26/2019,1,2,20000,y,l
KEB_00587,lasioglossum sp,r,7/26/2019,2,1,20022,n,r
KEB_00587,lasioglossum sp,r,7/26/2019,2,2,20044,n,r
KEB_00588,lasioglossum sp,r,7/26/2019,2,1,20110,n,r
KEB_00588,lasioglossum sp,r,7/26/2019,2,2,20132,n,r
KEB_00596,lasioglossum sp,r,7/29/2019,1,1,20242,y,l
KEB_00596,lasioglossum sp,r,7/29/2019,1,2,20264,y,l
KEB_00596,lasioglossum sp,r,7/29/2019,2,1,20286,n,r
KEB_00596,lasioglossum sp,r,7/29/2019,2,2,20308,n,r
KEB_00625,lasioglossum sp,c,7/29/2019,1,1,20330,y,l
KEB_00625,lasioglossum sp,c,7/29/2019,1,2,20352,y,l
KEB_00625,lasioglossum sp,c,7/29/2019,2,1,20374,n,r
KEB_00625,lasioglossum sp,c,7/29/2019,2,2,20396,n,r
KEB_00629,lasioglossum sp,c,7/29/2019,1,1,20418,n,l
KEB_00629,lasioglossum sp,c,7/29/2019,1,2,20440,n,l
KEB_00629,lasioglossum sp,c,7/29/2019,2,1,20462,n,r
KEB_00629,lasioglossum sp,c,7/29/2019,2,2,20484,n,r
KEB_00630,lasioglossum sp,c,7/29/2019,1,1,20506,y,l
KEB_00630,lasioglossum sp,c,7/29/2019,1,2,20528,y,l
KEB_00630,lasioglossum sp,c,7/29/2019,2,1,20550,y,r
KEB_00630,lasioglossum sp,c,7/29/2019,2,2,20572,y,r
KEB_00631,lasioglossum sp,c,7/29/2019,2,1,20638,y,r
KEB_00631,lasioglossum sp,c,7/29/2019,2,2,20660,y,r
KEB_00632,lasioglossum sp,c,7/29/2019,1,1,20682,y,l
KEB_00632,lasioglossum sp,c,7/29/2019,1,2,20704,y,l
KEB_00632,lasioglossum sp,c,7/29/2019,2,1,20726,y,r
KEB_00632,lasioglossum sp,c,7/29/2019,2,2,20748,y,r
KEB_00637,lasioglossum sp,c,7/29/2019,1,1,20770,y,l
KEB_00637,lasioglossum sp,c,7/29/2019,1,2,20792,y,l
KEB_00637,lasioglossum sp,c,7/29/2019,2,1,20814,n,r
KEB_00637,lasioglossum sp,c,7/29/2019,2,2,20836,n,r
KEB_00638,lasioglossum sp,c,7/29/2019,1,1,20858,y,l
KEB_00638,lasioglossum sp,c,7/29/2019,1,2,20880,y,l
KEB_00638,lasioglossum sp,c,7/29/2019,2,1,20902,y,r
KEB_00638,lasioglossum sp,c,7/29/2019,2,2,20924,y,r
KEB_00639,lasioglossum sp,c,7/29/2019,1,1,20946,n,l
KEB_00639,lasioglossum sp,c,7/29/2019,1,2,20968,n,l
KEB_00639,lasioglossum sp,c,7/29/2019,2,1,20990,y,r
KEB_00639,lasioglossum sp,c,7/29/2019,2,2,21012,y,r
KEB_00640,lasioglossum sp,c,7/29/2019,1,1,21034,y,l
KEB_00640,lasioglossum sp,c,7/29/2019,1,2,21056,y,l
KEB_00640,lasioglossum sp,c,7/29/2019,2,1,21078,y,r
KEB_00640,lasioglossum sp,c,7/29/2019,2,2,21100,y,r
KEB_00641,lasioglossum sp,c,7/29/2019,1,1,21210,y,l
KEB_00641,lasioglossum sp,c,7/29/2019,1,2,21232,y,l
KEB_00641,lasioglossum sp,c,7/29/2019,2,1,21254,n,r
KEB_00641,lasioglossum sp,c,7/29/2019,2,2,21276,n,r
KEB_00642,lasioglossum sp,c,7/29/2019,1,1,21298,y,l
KEB_00642,lasioglossum sp,c,7/29/2019,1,2,21320,y,l
KEB_00642,lasioglossum sp,c,7/29/2019,2,1,21342,n,r
KEB_00642,lasioglossum sp,c,7/29/2019,2,2,21364,n,r
KEB_00644,lasioglossum sp,c,7/29/2019,1,1,21386,n,l
KEB_00644,lasioglossum sp,c,7/29/2019,1,2,21408,n,l
KEB_00706,lasioglossum sp,c,8/13/2019,1,1,21562,y,l
KEB_00706,lasioglossum sp,c,8/13/2019,1,2,21584,y,l
KEB_00706,lasioglossum sp,c,8/13/2019,2,1,21606,n,r
KEB_00706,lasioglossum sp,c,8/13/2019,2,2,21628,n,r
KEB_00707,lasioglossum sp,c,8/13/2019,1,1,21650,y,l
KEB_00707,lasioglossum sp,c,8/13/2019,1,2,21672,y,l
KEB_00707,lasioglossum sp,c,8/13/2019,2,1,21694,y,r
KEB_00707,lasioglossum sp,c,8/13/2019,2,2,21716,y,r
KEB_00709,lasioglossum sp,c,8/13/2019,2,1,21782,n,r
KEB_00709,lasioglossum sp,c,8/13/2019,2,2,21804,n,r
KEB_00744,lasioglossum sp,r,8/13/2019,1,1,21826,n,l
KEB_00744,lasioglossum sp,r,8/13/2019,1,2,21848,n,l
KEB_00744,lasioglossum sp,r,8/13/2019,2,1,21870,y,r
KEB_00744,lasioglossum sp,r,8/13/2019,2,2,21892,y,r
KEB_00790,lasioglossum sp,c,8/15/2019,1,1,21914,y,l
KEB_00790,lasioglossum sp,c,8/15/2019,1,2,21936,y,l
KEB_00794,lasioglossum sp,c,8/15/2019,1,1,22002,n,l
KEB_00794,lasioglossum sp,c,8/15/2019,1,2,22024,n,l
KEB_00794,lasioglossum sp,c,8/15/2019,2,1,22046,y,r
KEB_00794,lasioglossum sp,c,8/15/2019,2,2,22068,y,r
KEB_00804,lasioglossum sp,c,8/15/2019,1,1,22090,y,l
KEB_00804,lasioglossum sp,c,8/15/2019,1,2,22112,y,l
KEB_00804,lasioglossum sp,c,8/15/2019,2,1,22134,n,r
KEB_00804,lasioglossum sp,c,8/15/2019,2,2,22156,n,r
KEB_00805,lasioglossum sp,c,8/15/2019,2,1,22222,n,r
KEB_00805,lasioglossum sp,c,8/15/2019,2,2,22244,n,r
KEB_00806,lasioglossum sp,c,8/15/2019,1,1,22266,n,l
